,panel_net,mom_slow_net,mom_fast_net,panel_churn,mom_slow_churn,mom_fast_churn,hedge_net,w_panel,w_mom_slow,w_mom_fast
2024-02-26,0.009629239561746624,0.02584606195812193,0.015451751753371955,1.0,0.0,1.0,0.015095359659728722,0.5056763667763702,0.2489741662459105,0.24534946697771945
2024-02-27,0.009239019502268466,-0.006790309103721729,-0.007231957105555427,1.0,1.0,1.0,0.0011976705770324974,0.5050957520874563,0.24953665540575745,0.24536759250678636
2024-02-28,-0.017425672995842117,-0.016467971911618935,-0.018857282789324376,0.0,0.0,0.0,-0.017537741228460916,0.5059486829093636,0.2491180519726173,0.24493326511801908
2024-02-29,0.04870002068971694,0.03211287651156244,0.004281287066388048,0.0,0.0,1.0,0.03369032439041149,0.5059605822029168,0.24917401907313952,0.24486539872394372
2024-03-01,0.054041488930239336,0.03796674208186731,0.015531636830051654,0.0,0.0,1.0,0.04066582974934705,0.5075542550814178,0.24908969940476675,0.24335604551381554
2024-03-04,-0.00048541018503841084,0.06472507446400085,-0.0109449660452459,1.0,0.0,1.0,0.013222493754014597,0.5087670483912734,0.24905474227248683,0.2421782093362398
2024-03-05,-0.028312112306489334,-0.007981252710923648,-0.006671062716064767,1.0,0.0,2.0,-0.017987077023511277,0.507689149800704,0.25117596789802205,0.24113488230127408
2024-03-06,0.0007527813756056755,0.023719601213528046,0.017929771939191763,1.0,0.0,0.0,0.010685430680786801,0.5065883111754049,0.25170368817913735,0.24170800064545767
2024-03-07,0.004291331577883343,0.021671863122992335,0.014756372407295585,1.0,0.0,0.0,0.011211385386080915,0.5055315666979769,0.2523930024046801,0.24207543089734315
2024-03-08,-0.008129300457826819,-0.02231428663798189,-0.01229420851702571,1.0,0.0,1.0,-0.012726332158597871,0.5047968452263992,0.25294773752441585,0.2422554172491849
2024-03-11,-0.04465402570362768,-0.036216938435270074,-0.01119056553198346,0.0,1.0,1.0,-0.03441674375075668,0.5052840213174917,0.2524387581237326,0.2422772205587757
2024-03-12,0.02076611943467969,0.07586910582907169,0.03588028659389726,0.0,0.0,1.0,0.038350642239549856,0.5041968609833786,0.252342316595139,0.24346082242148234
2024-03-13,-0.008082368230573733,0.008570322122527582,0.009615802830936179,0.0,1.0,1.0,0.00044833776290798856,0.5030258722509447,0.2533065703037695,0.2436675574452856
2024-03-14,-0.03863142435242095,-0.025226770894020367,-0.024781825379047568,1.0,1.0,1.0,-0.03184895118376819,0.5021247170688692,0.25373857000246963,0.24413671292866115
2024-03-15,-0.005254904872753004,-0.022898246809568052,-0.016664472432963245,1.0,1.0,0.0,-0.012527555136240062,0.5014095269783327,0.2540914189345192,0.2444990540871481
2024-03-18,0.004513881182367212,0.001121729827088691,-0.017532886000239944,0.0,0.0,1.0,-0.0017318851185602923,0.5021752505267699,0.2535383248964944,0.2442864245767357
2024-03-19,-0.029349804041167493,-0.03072505969615243,-0.019039507896738656,0.0,0.0,0.0,-0.027188375233697454,0.5028334255276948,0.25368984360664737,0.24347673086565796
2024-03-20,0.021972681658859794,0.004301842717387354,-0.00497021907675262,1.0,0.0,0.0,0.010921897989214762,0.5026050007318792,0.2535013758764506,0.24389362339167003
2024-03-21,0.02256437576287133,0.04770164374755903,0.018996288605551102,0.0,0.0,1.0,0.028060504524723404,0.5037712436318441,0.2531484518687607,0.2430803044993953
2024-03-22,0.004064609981466442,0.0031656835659025586,-0.004616267786138439,1.0,0.0,0.0,0.0017299768558795242,0.5031886575434029,0.2541940089768977,0.24261733347969938
2024-03-25,-0.002361880451413278,0.023636057807619314,-0.004131098779060556,1.0,1.0,1.0,0.003819959324863163,0.5034352731306145,0.2542705865426581,0.24229414032672747
2024-03-26,-0.021444126913709487,-0.011303615231551064,0.004478416912132725,0.0,0.0,1.0,-0.012584565242604685,0.5027806529792825,0.2553301505414252,0.24188919647929236
2024-03-27,-0.0005304623281631171,-0.015591249387649997,0.01695322326687602,0.0,0.0,0.0,-0.0001326751757734319,0.5018448739276528,0.2553982219238811,0.24275690414846604
2024-03-28,-0.0019082822345235502,-0.0012122010071637934,-0.007981958019473026,1.0,0.0,0.0,-0.0032108032532234534,0.5018014933980423,0.2545697258871835,0.24362878071477428
2024-04-01,0.0008023017734432783,0.003792583977737999,0.002302058272087256,1.0,0.0,0.0,0.001928874409698853,0.5019386876003726,0.25467655124763916,0.24338476115198826
2024-04-02,-0.012973115811554024,-0.010581284756821999,-0.005667766070963124,1.0,0.0,1.0,-0.010585584009265337,0.5018199356511276,0.2547762370727783,0.24340382727609408
2024-04-03,0.025184618857162205,0.018951070770411065,0.025402685127528895,1.0,0.0,1.0,0.02364959080343116,0.5015682986356822,0.2547764179467154,0.2436552834176024
2024-04-04,-0.015179102892924049,-0.04856017398031146,-0.004566240023133994,1.0,0.0,0.0,-0.02108859198385573,0.5017299246285217,0.25452511439119185,0.24374496098028656
2024-04-05,0.015184450949053444,0.023900413645318586,0.030671746672833827,0.0,0.0,0.0,0.021178155499540177,0.5023498986273054,0.2530594388842617,0.24459066248843292
2024-04-08,0.022317778450553015,-0.014825586567346005,-0.008891526365767583,1.0,0.0,1.0,0.005264201859191891,0.5017175352931216,0.2532039134515324,0.24507855125534603
2024-04-09,-0.009528464110066248,-0.02523348370433213,-0.01422602982427553,2.0,1.0,0.0,-0.014636117105388778,0.5035142333334675,0.25213628060394366,0.2443494860625888
2024-04-10,0.00012774197556312693,0.007278170893554981,0.0029836464441646746,1.0,1.0,0.0,0.002624513374313955,0.504054135050243,0.25157555850211566,0.24437030644764135
2024-04-11,0.025333990483389874,0.029750116276838767,0.004424961870208392,0.0,1.0,0.0,0.021336135725848082,0.5037898218633143,0.2518214875562764,0.2443886905804091
2024-04-12,-0.028151022685106865,-0.03219276774924299,-0.012037846361562576,1.0,0.0,0.0,-0.025246708945989915,0.5042118919495364,0.25226630098018715,0.24352180707027646
2024-04-15,-0.058433648582835326,-0.037561833952102996,-0.01231432901972825,1.0,1.0,1.0,-0.04191383257694905,0.5039038089662803,0.2518982679465848,0.24419792308713492
2024-04-16,0.005749716154901052,0.047122286253968707,0.0014162049628745343,1.0,1.0,0.0,0.015107687529170133,0.502597523002982,0.25190237819667927,0.24550009880033868
2024-04-17,-0.02269545141330583,-0.0146922426958986,-0.011531920320216807,1.0,1.0,0.0,-0.017933081814016386,0.5016069442425677,0.25359969014724465,0.24479336561018755
2024-04-18,-0.008097618351359507,-0.018265441748601636,-0.009960880747291399,0.0,1.0,1.0,-0.011134656918174914,0.5011052731243396,0.2537722081115154,0.245122518764145
2024-04-19,-0.032150914788029374,-0.13582972853856032,-0.019840311200973775,0.0,1.0,0.0,-0.05540398704773594,0.5014247715827435,0.2533923777678377,0.2451828506494189
2024-04-22,0.043923447462446585,0.00963456581976896,0.011584622138103665,0.0,1.0,0.0,0.027312757792475845,0.5015819380274421,0.2525234890463018,0.2458945729262561
2024-04-23,0.044901105270252,0.039931738902227044,0.03834665951938954,1.0,0.0,0.0,0.04204450295377458,0.5033315468783199,0.2515862107546497,0.24508224236703036
2024-04-24,-0.0012207389958801551,0.02041062697819303,-0.007973059122557894,0.0,0.0,1.0,0.0025654104758610023,0.5036334839580873,0.2514745640465293,0.24489195199538327
2024-04-25,0.005094110612821205,0.04750399257463848,0.014882399229279327,1.0,0.0,0.0,0.018190900208315527,0.5032319370754391,0.2524180941431951,0.2443499687813656
2024-04-26,0.0483740663359901,0.04569080409837101,0.03569267529217009,1.0,0.0,1.0,0.04459606041152859,0.5018463979646232,0.2539749939270357,0.24417860810834113
2024-04-29,-0.023433155627186397,0.02653193813700705,0.01506600245870408,0.0,0.0,1.0,-0.001357255883108371,0.5022444145262529,0.2540332383253323,0.24372234714841468
2024-04-30,-0.03658111921631472,-0.024080741710583387,-0.019772825238530745,0.0,0.0,0.0,-0.029277556728239344,0.5,0.2554795358630075,0.24452046413699255
2024-05-01,-0.010575671454004435,-0.06462924923208109,-0.012693305999012564,1.0,0.0,0.0,-0.024897189099684282,0.5,0.2553665062682675,0.24463349373173257
2024-05-02,0.056558065635252674,0.025664830153311263,0.010582973013543976,0.0,0.0,0.0,0.03744965535457163,0.5011095791249119,0.25382305319949705,0.2450673676755909
2024-05-03,0.00684010920179116,0.018857522238009333,0.004842383884012999,0.0,0.0,1.0,0.009397791944963818,0.5027757860780632,0.2533688968489069,0.24385531707302985
2024-05-06,0.028629642283569828,0.043038287117601014,0.021697391239296076,0.0,0.0,1.0,0.03059875298037693,0.5025054671088296,0.25387255168936845,0.24362198120180198
2024-05-07,-0.02550624452531347,-0.009429138479415696,0.0048657407168313975,0.0,0.0,0.0,-0.014028583011345564,0.5022970466758405,0.2545362706052551,0.24316668271890451
2024-05-08,-0.004438749554524464,0.01467882816298697,0.005252240260655627,1.0,0.0,1.0,0.0027979391345730655,0.5010860630538111,0.25478135168151644,0.24413258526467252
2024-05-09,0.04296195983563115,-0.005904252589533717,0.0010266582486496336,0.0,0.0,1.0,0.02023763869942348,0.5003244359126314,0.25541746271010507,0.24425810137726367
2024-05-10,0.010226392871388861,-0.010888872832908477,-0.013061370133205406,2.0,0.0,1.0,-0.0008024839954019116,0.5027119461619929,0.2540161849357547,0.2432718689022525
2024-05-13,-0.009279171516398713,-0.0074014776038114904,-0.018252428655894676,0.0,1.0,0.0,-0.010980540019298412,0.50387623596298,0.25347802156853866,0.24264574246848128
2024-05-14,0.02508673694564593,0.030644189420628857,0.004757238352098551,2.0,1.0,1.0,0.021571150472571826,0.5040561019016577,0.2536685099921798,0.24227538810616248
2024-05-15,0.07541830555445173,0.0837867771774917,0.024533219445811067,3.0,1.0,0.0,0.065260442397571,0.504427307747443,0.2541517596238755,0.24142093262868142
2024-05-16,-0.023352379925378454,-0.0410360272907467,-0.016213872836534565,1.0,0.0,0.0,-0.026136101622408512,0.5050776854665614,0.2544794473584516,0.24044286717498697
2024-05-17,-0.005885032234018631,-0.014370968023810956,-0.0014734598733998256,1.0,0.0,0.0,-0.006974836371941004,0.5053720943839335,0.25368395948830486,0.24094394612776168
2024-05-20,0.013526753858748687,0.022961654653440577,0.002626767475057709,1.0,0.0,1.0,0.013287200717463896,0.5054875239095469,0.2532901249701481,0.24122235112030507
2024-05-21,-0.0019935418938680223,-0.00034651117539419296,0.008785891795629388,1.0,0.0,1.0,0.0010189054523898151,0.5055123835950188,0.25380495499504857,0.24068266140993247
2024-05-22,0.0136614787236146,-0.0076832574167015055,-0.009297118225813434,1.0,0.0,1.0,0.0027108803895400987,0.5051924723559926,0.25373208044662,0.2410754471973875
2024-05-23,-0.009901620066783448,0.024878282890022734,-0.009308804471951074,2.0,0.0,1.0,-0.0009535552361952899,0.5063541922113706,0.25317816068282073,0.2404676471058087
2024-05-24,0.03180981650148899,0.039164302767798,0.016392191543084172,0.0,0.0,0.0,0.02998100851028551,0.5054010740815277,0.25455403305541446,0.24004489286305788
2024-05-28,0.008985694239510235,0.016642650737098513,0.003632956028731409,1.0,0.0,1.0,0.00965732881836099,0.5055944584630839,0.25504503272641854,0.23936050881049753
2024-05-29,-0.007922432411353264,-0.01999906220581545,-0.008428120863592976,1.0,1.0,1.0,-0.011127925698025946,0.5055229146776626,0.2554193170043642,0.2390577683179732
2024-05-30,-0.007040932230260958,-0.02090174937129652,0.012485304346919598,1.0,1.0,0.0,-0.005904118297440145,0.505863022341416,0.25494377749868946,0.23919320015989454
2024-05-31,-0.10122883058124699,-0.033821051427971205,0.007839535121953603,1.0,0.0,0.0,-0.05790845522188394,0.5057407223164172,0.2541413160023988,0.2401179616811839
2024-06-03,-0.019873575159074765,-0.026588079759622997,-0.02462683805840027,1.0,1.0,0.0,-0.02273025396051551,0.5038265523951229,0.25404108070893566,0.2421323668959416
2024-06-04,-0.0022754113728227217,-0.0172624020958481,-0.0029941742955624786,1.0,0.0,1.0,-0.0062536051709708475,0.5041287924951247,0.2538353052974756,0.2420359022073997
2024-06-05,0.02193388741472872,0.03977348325810345,0.003464910732779695,1.0,0.0,0.0,0.02197853372464496,0.5045496687070823,0.25324892404447585,0.2422014072484418
2024-06-06,-0.03412198200805072,-0.044823929896666094,-0.00486573783653077,1.0,0.0,1.0,-0.029783993433297233,0.5045431225489437,0.25419615565006753,0.24126072180098876
2024-06-07,-0.023596040516857077,-0.003428457036595297,-0.01176395715379889,1.0,0.0,0.0,-0.015616128645894511,0.5040812924550173,0.2533933600013972,0.24252534754358546
2024-06-10,0.017027760348852526,0.024410700067365898,0.010738202517796374,1.0,1.0,1.0,0.017376730273022487,0.5032364558062907,0.2540423175168952,0.24272122667681406
2024-06-11,-0.008928351782819624,-0.014866146817174871,-0.015588079231451482,1.0,0.0,1.0,-0.012053236514940006,0.5031993192945422,0.2544177183909813,0.24238296231447648
2024-06-12,0.009581139667171593,0.018448746921211494,-0.0005582306021741916,0.0,0.0,1.0,0.009380096867707771,0.5035295295059754,0.25426741956869187,0.24220305092533279
2024-06-13,0.0171027614771605,0.026772461850995983,7.130419826865501e-05,0.0,0.0,0.0,0.015449669036684774,0.5035502904735923,0.25475186008449185,0.24169784944191589
2024-06-14,-0.005857745630283702,-0.03392234648446457,0.002519334944782108,0.0,0.0,1.0,-0.011006070631977269,0.5037241154666294,0.255357813056982,0.2409180714763885
2024-06-17,0.02016198132323636,0.004803682060177968,-0.007433352939491581,1.0,0.0,1.0,0.009591867794650724,0.5042668826856543,0.25413080447116765,0.24160231284317793
2024-06-18,0.04770688430880643,0.026173954749838375,-0.008373481204595763,1.0,0.0,1.0,0.028739468189084356,0.5053859864450111,0.25387465975942736,0.24073935379556144
2024-06-20,-0.02159154602471003,-0.021184329677676212,0.01616690187382271,1.0,0.0,0.0,-0.01246894805387654,0.5073972769843009,0.2537350413135121,0.23886768170218695
2024-06-21,0.00896511198639501,-0.008692669313980382,-0.0042708899805008835,1.0,1.0,1.0,0.0013122271917506258,0.5064232854368004,0.25326963319777646,0.24030708136542325
2024-06-24,-0.03116963150326124,-0.028819200488296448,0.006118869229790362,1.0,1.0,1.0,-0.02162541033582046,0.5072371165778418,0.2527377168663605,0.2400251665557978
2024-06-25,0.029237397431662426,0.030199476966070688,0.02023897423734944,1.0,0.0,1.0,0.027307725884204655,0.5062187586181696,0.2523548355306609,0.24142640585116962
2024-06-26,-0.02512492197673148,-0.02511258556538054,0.003130637201948209,0.0,0.0,0.0,-0.01831029003252807,0.5064237564718124,0.2525080396365909,0.2410682038915967
2024-06-27,0.014069444968820862,-0.005171120852263751,0.006040742772600657,1.0,0.0,1.0,0.007273805413916675,0.5056979156467558,0.2521467812355111,0.242155303117733
2024-06-28,-0.005088833304737453,-0.007169029856146203,-0.014228741093858964,1.0,0.0,1.0,-0.00782467949086618,0.5064194036914256,0.251488324500715,0.2420922718078594
2024-07-01,0.01169328608382503,-0.002551492342742101,-0.0007163036563538148,1.0,0.0,1.0,0.005110171157521915,0.5067102848121378,0.2515228767459892,0.24176683844187302
2024-07-02,0.0055057843078495,0.002863575807765566,0.008262836530765835,0.0,1.0,1.0,0.0055080255494078575,0.5074107702701058,0.25111826577985136,0.24147096395004294
2024-07-03,0.015617925523202552,0.048399653582524106,0.0022574332974626054,1.0,1.0,2.0,0.020617407683036312,0.5074104913005958,0.25097883001183746,0.24161067868756667
2024-07-05,-0.012027259566380805,-0.019898048006002773,0.016041797116350603,1.0,0.0,1.0,-0.007258563479599414,0.5068748248866944,0.2524457847346932,0.24067939037861233
2024-07-08,0.027709580870892037,0.009471099573421146,-0.004679533127353844,0.0,0.0,1.0,0.015283978834305243,0.5063654413688564,0.2517755941892253,0.24185896444191826
2024-07-09,-0.00340807369319603,0.007771589166420549,0.003501328956439953,1.0,1.0,0.0,0.001067350419652287,0.5076864161071483,0.251467423305368,0.2408461605874838
2024-07-10,0.0166802633176321,0.021539934989129504,0.009324089489700427,0.0,1.0,0.0,0.016131422394239838,0.5072092406113993,0.2518215839920789,0.2409691753965219
2024-07-11,-0.03292821889220506,-0.020533662089242417,-0.023623045789254855,1.0,0.0,1.0,-0.02756440034172075,0.5072674942158333,0.2521076584656963,0.24062484731847042
2024-07-12,0.014008938017066411,-0.0057577543958997985,0.006558322560114386,0.0,0.0,0.0,0.0072239572845386735,0.5066960847609348,0.2524799875624474,0.2408239276766179
2024-07-15,0.0026568787235879596,-0.00497010168361763,0.008574500263600184,0.0,0.0,1.0,0.00216136770248845,0.5074178252787082,0.25179225803360167,0.24078991668769023
2024-07-16,-0.011021965561697433,0.010734696732160728,0.010498444528022882,0.0,0.0,2.0,-0.00036312858385777365,0.507470373083613,0.2514153274413666,0.24111429947502058
2024-07-17,-0.07358051655229336,-0.07685528233761012,-0.009373849704450802,0.0,0.0,1.0,-0.05888930460714559,0.5063344371615338,0.2520012945593292,0.24166426827913695
2024-07-18,0.004833245153725778,0.015249717184561437,-0.019726180592558002,0.0,0.0,0.0,0.001479166640852981,0.5052881992095755,0.2514805847300934,0.24323121606033124
2024-07-19,-0.0070505177822440075,0.0012896075863583583,-0.013791598743718306,0.0,0.0,1.0,-0.006579421882523671,0.5056424143683279,0.25220796832391496,0.24214961730775708
2024-07-22,-0.03037826908058468,0.036901436330578775,0.0011271729690206147,2.0,0.0,1.0,-0.005764258239597744,0.5055920777689259,0.2526249277848565,0.2417829944462175
2024-07-23,-0.0028102775925626564,0.012467283503297474,-0.0010010956752611506,0.0,0.0,0.0,0.0015219393826368163,0.5029768098025477,0.2548941904219638,0.2421289997754886
2024-07-24,-0.05752028074355294,-0.08789545864124974,-0.010603686983512994,1.0,0.0,0.0,-0.05392670645888397,0.5025189666448161,0.2554805102414093,0.2420005231137746
2024-07-25,-0.012544729279774753,-0.024162616695781125,-0.012364896827664765,1.0,0.0,0.0,-0.015463124767302602,0.501510714530134,0.2549679151319533,0.24352137033791263
2024-07-26,0.0165569366502251,0.021887088940723,0.004541212905671295,1.0,0.0,0.0,0.014985484926178759,0.5018178795919777,0.2545023958623798,0.24367972454564255
2024-07-29,-0.013503000951853859,-0.0016108325275411284,0.0018344564692408898,1.0,0.0,0.0,-0.00674279273206948,0.5019830672905633,0.25487129859091257,0.24314563411852416
2024-07-30,-0.02852671681374978,-0.0487599535875309,-0.01798492600115135,0.0,0.0,0.0,-0.031121334592855397,0.5012704102832335,0.2551458569424001,0.2435837327743663
2024-07-31,0.014625194981171876,0.08436680157735355,0.004709681135715867,1.0,0.0,0.0,0.02993171489268847,0.5015422323775551,0.2542018176841811,0.24425594993826377
2024-08-01,-0.03169228349396325,-0.05679221381727455,0.005672888638028506,1.0,1.0,1.0,-0.029016337543328642,0.5008473826766606,0.25574243678247527,0.243410180540864
2024-08-02,-0.0655427933984651,-0.049969493532101304,0.009941936971707532,1.0,0.0,0.0,-0.043077860616187284,0.5003789622068037,0.25452282501981,0.24509821277338636
2024-08-05,-0.043200795418203174,-0.03300702182507553,-0.030178932282709143,0.0,1.0,1.0,-0.03740577661586611,0.5,0.25314359912767037,0.2468564008723296
2024-08-06,-0.002384578535221263,0.021814008113070882,0.016166286418662062,1.0,0.0,2.0,0.008320119331159975,0.5,0.2530693732402805,0.24693062675971963
2024-08-07,-0.03422552842999309,-0.032399449835024664,0.007095699089151086,1.0,0.0,1.0,-0.023565781591027003,0.5,0.2532176024910309,0.24678239750896921
2024-08-08,0.05723767034816607,0.058317554264795346,0.01332453076223413,1.0,0.0,1.0,0.046627485188383395,0.5,0.2521809771805491,0.2478190228194508
2024-08-09,0.0051567607302221985,0.00022795443074389668,0.001988820045458307,0.0,0.0,1.0,0.0031309050606972972,0.5009524776223538,0.2526613706556447,0.24638615172200146
2024-08-12,0.029725165390552883,0.01985298208935952,-0.00042373129494414446,0.0,1.0,0.0,0.019805877868452504,0.5011655932215724,0.252507365172754,0.2463270416056735
2024-08-13,0.03071618263197366,0.04215318998172209,0.007826715033336134,1.0,0.0,1.0,0.027989755870237266,0.502208973301651,0.2525090277344523,0.2452819989638966
2024-08-14,0.03252554756888111,0.02629420219877458,-0.0010481622385885747,1.0,0.0,1.0,0.022747191536538397,0.5024948886848999,0.2532603286210595,0.24424478269404057
2024-08-15,0.08375479840955058,0.03137762105618195,-0.0027931278275591005,1.0,0.0,2.0,0.049446484609100685,0.5035256972526451,0.2534479873945472,0.24302631535280783
2024-08-16,-0.012712911907234522,-0.011476804518935105,0.0027371313618353996,0.0,1.0,1.0,-0.008672653846871,0.5053797678885296,0.25338836179700464,0.24123187031446586
2024-08-19,0.004827349661932138,0.014920592002315658,-0.0007152815947747039,0.0,0.0,1.0,0.006043086271760704,0.5049506942116175,0.25323895982627487,0.2418103459621076
2024-08-20,0.003055262043162681,-0.008191230777172615,0.007026687907479401,1.0,1.0,0.0,0.0011608685927099191,0.5048214409006484,0.25371132988172485,0.24146722921762667
2024-08-21,0.010544872003954413,0.004697763171084206,0.021359878021060135,1.0,1.0,1.0,0.011678992426632827,0.5050219505684063,0.25321336446469295,0.24176468496690087
2024-08-22,-0.018017526927658123,-0.011165539758323016,0.006897825666476454,0.0,1.0,0.0,-0.010249149252046222,0.5049012892092826,0.25284221213672253,0.24225649865399496
2024-08-23,0.016569580487906244,0.01621124308866199,0.005770466656619178,1.0,1.0,1.0,0.013853408300342956,0.5040771517941851,0.25279299091657637,0.24312985728923858
2024-08-26,0.002618927127102396,-0.006932990845963993,0.002290947027815627,0.0,1.0,1.0,0.00012346795221504134,0.5043645239270949,0.25291807405452355,0.2427174020183816
2024-08-27,0.006677956572821443,0.011219082336934324,0.0007748778098783943,2.0,0.0,1.0,0.006391356512530703,0.5046287159151699,0.2525434694168857,0.2428278146679444
2024-08-28,-0.013228377289589772,-0.0043892259638134146,0.003805768915449001,2.0,0.0,1.0,-0.006862356286273306,0.5046589372335797,0.2527995577457258,0.24254150502069466
2024-08-29,-0.008825845447307282,-0.017878058666841445,-0.0007021427526938314,1.0,0.0,0.0,-0.009140675224964503,0.5039841760795999,0.2529306084592509,0.24308521546114922
2024-08-30,0.035486769349549085,0.009402339849301946,0.009341852895009476,2.0,1.0,0.0,0.022534608554443468,0.5040170902127385,0.2524667399841803,0.24351616980308127
2024-09-03,-0.07671371431589098,-0.045473816339290596,0.010657116036484412,1.0,0.0,0.0,-0.047631162900101984,0.505387959755535,0.2517705059314419,0.24284153431302305
2024-09-04,0.008405342015258556,-0.002764835040023191,0.001827093080836173,1.0,0.0,0.0,0.00398720758872752,0.503699297486433,0.2511678817072249,0.2451328208063421
2024-09-05,-0.007262989161792057,-0.003226202240889172,-0.009347621630006242,2.0,0.0,0.0,-0.006761294907928323,0.5041666014191865,0.25081187185113507,0.24502152672967853
2024-09-06,-0.041167948130278534,-0.020697418510472947,0.002823136349798583,2.0,0.0,0.0,-0.025256975054089227,0.5041134328701155,0.2509981089318879,0.24488845819799662
2024-09-09,0.02929055942514262,0.01665370030026425,0.019225385854153124,1.0,0.0,2.0,0.02363631131565148,0.502428233869817,0.2512367495279611,0.2463350166022219
2024-09-10,0.003981135845109915,0.005225389422306252,0.0010287572277598207,1.0,0.0,0.0,0.0035666794465101822,0.5030248003338412,0.2508684357938387,0.24610676387232014
2024-09-11,0.06213784410502984,0.01592273896223525,-0.009013789736957099,0.0,1.0,2.0,0.03303832712005931,0.503068557230496,0.250955822721957,0.2459756200475469
2024-09-12,-0.007207947763779382,0.006414698608993056,-0.00426494526798978,3.0,1.0,1.0,-0.003078753252931896,0.5055045963935445,0.250372890208453,0.2441225133980025
2024-09-13,0.026401158262946277,0.004510493244671158,0.008614563238009465,1.0,1.0,0.0,0.016568371619215552,0.505066096506717,0.25087236325300816,0.24406154024027488
2024-09-16,-0.00708286415753175,-0.0061665269893295864,-0.00304677170398615,0.0,1.0,1.0,-0.005870153567975902,0.5061089532524844,0.25023736341217445,0.24365368333534104
2024-09-17,0.010011530507565352,-0.004624646182171732,-0.013079651381767587,1.0,0.0,0.0,0.0007196523686605252,0.5059800490661938,0.25022177457302486,0.2437981763607814
2024-09-18,-0.0034678487685006285,-0.008750894714631788,-0.006729294025579387,1.0,0.0,0.0,-0.005581128150425345,0.5069672420218972,0.24994057163159095,0.24309218634651167
2024-09-19,0.017839148504082525,0.013886610672019831,-0.013315222123675197,1.0,0.0,2.0,0.00928034904304328,0.5071922212839448,0.24977422574253974,0.2430335529735154
2024-09-20,0.005791447537360421,-0.0016189773535397374,0.011250006820962147,0.0,0.0,0.0,0.005259058145547454,0.5081027779860035,0.2500150358402242,0.24188218617377233
2024-09-23,0.015208723679533447,-0.0014755453476592195,0.013819189054759798,1.0,1.0,0.0,0.010706901470418436,0.5081593565597254,0.2496540642497121,0.2421865791905625
2024-09-24,0.006756354186639261,0.012082334170749923,-0.008502334939599251,1.0,0.0,0.0,0.00438474622683237,0.5086394317059527,0.24901591437808226,0.24234465391596513
