seed,ticker,label
0,V,datacenter_hw
0,VLO,energy
0,VRT,giant_tech
0,VTR,software
0,WDAY,datacenter_hw
0,WDC,energy
0,WELL,ai_chip
0,WFC,consumer
0,WMB,ai_chip
0,WMT,software
0,XLE,ai_chip
0,XLF,finance
0,XLI,software
0,XLK,datacenter_hw
0,XLU,finance
0,XLV,software
0,XLY,consumer
0,XOM,software
0,ZM,energy
0,ZS,giant_tech
1,AAPL,energy
1,ABBV,giant_tech
1,ADBE,datacenter_hw
1,ADI,finance
1,AEP,finance
1,AFRM,industrial
1,AMAT,finance
1,AMD,software
1,AMZN,industrial
1,ANET,finance
1,APH,healthcare
1,APP,software
1,ASML,industrial
1,ATI,finance
1,AVGO,healthcare
1,AXP,industrial
1,BA,finance
1,BAC,datacenter_hw
1,BLK,energy
1,BMY,consumer
1,BWXT,giant_tech
1,C,finance
1,CAT,datacenter_hw
1,CME,datacenter_hw
1,CMG,industrial
1,COHR,consumer
1,COIN,industrial
1,COST,software
1,CRM,real_estate
1,CRWD,datacenter_hw
1,CRWV,utility
1,CSCO,finance
1,CVS,software
1,CVX,healthcare
1,D,software
1,DDOG,real_estate
1,DE,healthcare
1,DELL,utility
1,DLR,ai_chip
1,DOCU,healthcare
1,DUK,software
1,EME,datacenter_hw
1,EMR,ai_chip
1,EOG,finance
1,EQIX,giant_tech
1,ESTC,software
1,ETN,ai_chip
1,FDX,giant_tech
1,FTNT,finance
1,GE,industrial
1,GILD,ai_chip
1,GLD,consumer
1,GLW,datacenter_hw
1,GM,software
1,GOOG,finance
1,GRMN,finance
1,GS,utility
1,GTLB,consumer
1,HD,healthcare
1,HLT,consumer
1,HON,utility
1,HOOD,industrial
1,HPE,consumer
1,HUBS,finance
1,IBM,giant_tech
1,INTC,software
1,INTU,finance
1,JNJ,energy
1,JPM,software
1,KLAC,industrial
1,KMI,software
1,KO,consumer
1,LHX,finance
1,LITE,software
1,LLY,finance
1,LMT,energy
1,LOW,ai_chip
1,LRCX,finance
1,MA,consumer
1,MCD,ai_chip
1,MCHP,software
1,MDB,datacenter_hw
1,MDT,industrial
1,META,software
1,MMM,software
1,MO,consumer
1,MPWR,healthcare
1,MRK,industrial
1,MRVL,software
1,MS,datacenter_hw
1,MSFT,giant_tech
1,MU,finance
1,NEE,software
1,NEM,software
1,NET,giant_tech
1,NFLX,utility
1,NOW,finance
1,NVDA,consumer
1,NVO,ai_chip
1,NVTS,ai_chip
1,NXPI,healthcare
1,OKTA,ai_chip
1,ON,ai_chip
1,ORCL,ai_chip
1,OXY,datacenter_hw
1,PANW,consumer
1,PCTY,real_estate
1,PG,healthcare
1,PGR,healthcare
1,PH,ai_chip
1,PLTR,giant_tech
1,PM,benchmark
1,PNC,software
1,PYPL,finance
1,QCOM,energy
1,RBLX,ai_chip
1,RKLB,energy
1,ROST,datacenter_hw
1,RTX,industrial
1,SCHW,industrial
1,SHOP,software
1,SMCI,datacenter_hw
1,SNOW,datacenter_hw
1,SO,software
1,SOFI,utility
1,SPCX,datacenter_hw
1,SPG,ai_chip
1,SPOT,software
1,SPY,industrial
1,T,giant_tech
1,TEAM,ai_chip
1,TJX,industrial
1,TLT,ai_chip
1,TMO,software
1,TSLA,industrial
1,TSM,defensive_bonds
1,TXN,consumer
1,UNH,commodity
1,UNP,telecom
1,V,software
1,VLO,ai_chip
1,VRT,energy
1,VTR,consumer
1,WDAY,energy
1,WDC,industrial
1,WELL,consumer
1,WFC,software
1,WMB,industrial
1,WMT,consumer
1,XLE,healthcare
1,XLF,healthcare
1,XLI,software
1,XLK,industrial
1,XLU,consumer
1,XLV,commodity
1,XLY,industrial
1,XOM,ai_chip
1,ZM,industrial
1,ZS,ai_chip
2,AAPL,commodity
2,ABBV,ai_chip
2,ADBE,consumer
2,ADI,datacenter_hw
2,AEP,software
2,AFRM,industrial
2,AMAT,finance
2,AMD,software
2,AMZN,telecom
2,ANET,utility
2,APH,consumer
2,APP,software
2,ASML,finance
2,ATI,software
2,AVGO,utility
2,AXP,finance
2,BA,utility
2,BAC,ai_chip
2,BLK,software
2,BMY,ai_chip
2,BWXT,finance
2,C,healthcare
2,CAT,industrial
2,CME,software
2,CMG,software
2,COHR,industrial
2,COIN,healthcare
2,COST,healthcare
2,CRM,healthcare
2,CRWD,industrial
2,CRWV,utility
2,CSCO,real_estate
2,CVS,consumer
2,CVX,giant_tech
2,D,energy
2,DDOG,finance
2,DE,healthcare
2,DELL,real_estate
2,DLR,finance
2,DOCU,consumer
2,DUK,software
2,EME,finance
2,EMR,software
2,EOG,consumer
2,EQIX,utility
2,ESTC,ai_chip
2,ETN,finance
2,FDX,ai_chip
2,FTNT,giant_tech
2,GE,energy
2,GILD,finance
2,GLD,finance
2,GLW,datacenter_hw
2,GM,ai_chip
2,GOOG,ai_chip
2,GRMN,finance
2,GS,energy
2,GTLB,finance
2,HD,industrial
2,HLT,software
2,HON,industrial
2,HOOD,industrial
2,HPE,consumer
2,HUBS,energy
2,IBM,ai_chip
2,INTC,finance
2,INTU,ai_chip
2,JNJ,datacenter_hw
2,JPM,healthcare
2,KLAC,ai_chip
2,KMI,industrial
2,KO,finance
2,LHX,energy
2,LITE,consumer
2,LLY,healthcare
2,LMT,real_estate
2,LOW,industrial
2,LRCX,giant_tech
2,MA,software
2,MCD,datacenter_hw
2,MCHP,ai_chip
2,MDB,industrial
2,MDT,datacenter_hw
2,META,datacenter_hw
2,MMM,giant_tech
2,MO,energy
2,MPWR,software
2,MRK,ai_chip
2,MRVL,consumer
2,MS,healthcare
2,MSFT,utility
2,MU,software
2,NEE,giant_tech
2,NEM,giant_tech
2,NET,industrial
2,NFLX,finance
2,NOW,finance
2,NVDA,datacenter_hw
2,NVO,software
2,NVTS,finance
2,NXPI,software
2,OKTA,software
2,ON,software
2,ORCL,ai_chip
2,OXY,healthcare
2,PANW,commodity
2,PCTY,consumer
2,PG,software
2,PGR,consumer
2,PH,ai_chip
2,PLTR,healthcare
2,PM,energy
2,PNC,datacenter_hw
2,PYPL,healthcare
2,QCOM,industrial
2,RBLX,datacenter_hw
2,RKLB,finance
2,ROST,giant_tech
2,RTX,consumer
2,SCHW,finance
2,SHOP,software
2,SMCI,consumer
2,SNOW,industrial
2,SO,defensive_bonds
2,SOFI,software
2,SPCX,consumer
2,SPG,industrial
2,SPOT,ai_chip
2,SPY,giant_tech
2,T,energy
2,TEAM,benchmark
2,TJX,industrial
2,TLT,consumer
2,TMO,datacenter_hw
2,TSLA,software
2,TSM,industrial
2,TXN,industrial
2,UNH,software
2,UNP,consumer
2,V,consumer
2,VLO,industrial
2,VRT,ai_chip
2,VTR,ai_chip
2,WDAY,software
2,WDC,industrial
2,WELL,healthcare
2,WFC,software
2,WMB,datacenter_hw
2,WMT,software
2,XLE,industrial
2,XLF,finance
2,XLI,giant_tech
2,XLK,software
2,XLU,datacenter_hw
2,XLV,datacenter_hw
2,XLY,datacenter_hw
2,XOM,ai_chip
2,ZM,ai_chip
2,ZS,industrial
3,AAPL,consumer
3,ABBV,utility
3,ADBE,telecom
3,ADI,consumer
3,AEP,finance
3,AFRM,consumer
3,AMAT,software
3,AMD,healthcare
3,AMZN,ai_chip
3,ANET,finance
3,APH,software
3,APP,software
3,ASML,ai_chip
3,ATI,consumer
3,AVGO,industrial
3,AXP,finance
3,BA,software
3,BAC,industrial
3,BLK,commodity
3,BMY,consumer
3,BWXT,consumer
3,C,healthcare
3,CAT,software
3,CME,ai_chip
3,CMG,datacenter_hw
3,COHR,industrial
3,COIN,ai_chip
3,COST,industrial
3,CRM,energy
3,CRWD,industrial
3,CRWV,consumer
3,CSCO,finance
3,CVS,healthcare
3,CVX,software
3,D,finance
3,DDOG,ai_chip
3,DE,software
3,DELL,software
3,DLR,energy
3,DOCU,healthcare
3,DUK,healthcare
3,EME,commodity
3,EMR,healthcare
3,EOG,industrial
3,EQIX,ai_chip
3,ESTC,utility
3,ETN,finance
3,FDX,real_estate
3,FTNT,utility
3,GE,datacenter_hw
3,GILD,software
3,GLD,giant_tech
3,GLW,software
3,GM,datacenter_hw
3,GOOG,industrial
3,GRMN,industrial
3,GS,software
3,GTLB,industrial
3,HD,software
3,HLT,software
3,HON,giant_tech
3,HOOD,finance
3,HPE,giant_tech
3,HUBS,ai_chip
3,IBM,datacenter_hw
3,INTC,ai_chip
3,INTU,benchmark
3,JNJ,software
3,JPM,finance
3,KLAC,datacenter_hw
3,KMI,ai_chip
3,KO,software
3,LHX,finance
3,LITE,ai_chip
3,LLY,software
3,LMT,software
3,LOW,finance
3,LRCX,giant_tech
3,MA,industrial
3,MCD,healthcare
3,MCHP,industrial
3,MDB,datacenter_hw
3,MDT,finance
3,META,software
3,MMM,finance
3,MO,consumer
3,MPWR,finance
3,MRK,ai_chip
3,MRVL,industrial
3,MS,datacenter_hw
3,MSFT,energy
3,MU,ai_chip
3,NEE,software
3,NEM,utility
3,NET,datacenter_hw
3,NFLX,energy
3,NOW,healthcare
3,NVDA,industrial
3,NVO,defensive_bonds
3,NVTS,ai_chip
3,NXPI,giant_tech
3,OKTA,giant_tech
3,ON,industrial
3,ORCL,healthcare
3,OXY,industrial
3,PANW,energy
3,PCTY,consumer
3,PG,datacenter_hw
3,PGR,real_estate
3,PH,finance
3,PLTR,software
3,PM,consumer
3,PNC,datacenter_hw
3,PYPL,software
3,QCOM,consumer
3,RBLX,software
3,RKLB,finance
3,ROST,ai_chip
3,RTX,datacenter_hw
3,SCHW,consumer
3,SHOP,consumer
3,SMCI,industrial
3,SNOW,real_estate
3,SO,datacenter_hw
3,SOFI,software
3,SPCX,finance
3,SPG,giant_tech
3,SPOT,software
3,SPY,finance
3,T,industrial
3,TEAM,consumer
3,TJX,software
3,TLT,finance
3,TMO,industrial
3,TSLA,utility
3,TSM,ai_chip
3,TXN,consumer
3,UNH,datacenter_hw
3,UNP,utility
3,V,healthcare
3,VLO,ai_chip
3,VRT,industrial
3,VTR,ai_chip
3,WDAY,industrial
3,WDC,giant_tech
3,WELL,healthcare
3,WFC,healthcare
3,WMB,energy
3,WMT,energy
3,XLE,finance
3,XLF,consumer
3,XLI,ai_chip
3,XLK,datacenter_hw
3,XLU,ai_chip
3,XLV,software
3,XLY,industrial
3,XOM,giant_tech
3,ZM,finance
3,ZS,energy
4,AAPL,giant_tech
4,ABBV,consumer
4,ADBE,ai_chip
4,ADI,software
4,AEP,ai_chip
4,AFRM,ai_chip
4,AMAT,datacenter_hw
4,AMD,consumer
4,AMZN,finance
4,ANET,ai_chip
4,APH,industrial
4,APP,software
4,ASML,energy
4,ATI,finance
4,AVGO,software
4,AXP,datacenter_hw
4,BA,giant_tech
4,BAC,telecom
4,BLK,energy
4,BMY,software
4,BWXT,software
4,C,healthcare
4,CAT,software
4,CME,industrial
4,CMG,industrial
4,COHR,datacenter_hw
4,COIN,industrial
4,COST,industrial
4,CRM,datacenter_hw
4,CRWD,ai_chip
4,CRWV,consumer
4,CSCO,consumer
4,CVS,industrial
4,CVX,industrial
4,D,ai_chip
4,DDOG,software
4,DE,finance
4,DELL,datacenter_hw
4,DLR,finance
4,DOCU,utility
4,DUK,software
4,EME,software
4,EMR,software
4,EOG,healthcare
4,EQIX,industrial
4,ESTC,software
4,ETN,benchmark
4,FDX,healthcare
4,FTNT,healthcare
4,GE,industrial
4,GILD,industrial
4,GLD,energy
4,GLW,ai_chip
4,GM,software
4,GOOG,datacenter_hw
4,GRMN,consumer
4,GS,datacenter_hw
4,GTLB,software
4,HD,consumer
4,HLT,industrial
4,HON,industrial
4,HOOD,ai_chip
4,HPE,commodity
4,HUBS,real_estate
4,IBM,energy
4,INTC,software
4,INTU,consumer
4,JNJ,giant_tech
4,JPM,giant_tech
4,KLAC,consumer
4,KMI,industrial
4,KO,software
4,LHX,finance
4,LITE,healthcare
4,LLY,datacenter_hw
4,LMT,ai_chip
4,LOW,software
4,LRCX,utility
4,MA,datacenter_hw
4,MCD,finance
4,MCHP,consumer
4,MDB,software
4,MDT,utility
4,META,industrial
4,MMM,software
4,MO,finance
4,MPWR,finance
4,MRK,energy
4,MRVL,consumer
4,MS,finance
4,MSFT,ai_chip
4,MU,consumer
4,NEE,software
4,NEM,datacenter_hw
4,NET,consumer
4,NFLX,finance
4,NOW,energy
4,NVDA,software
4,NVO,software
4,NVTS,finance
4,NXPI,healthcare
4,OKTA,healthcare
4,ON,healthcare
4,ORCL,finance
4,OXY,finance
4,PANW,ai_chip
4,PCTY,datacenter_hw
4,PG,ai_chip
4,PGR,finance
4,PH,industrial
4,PLTR,ai_chip
4,PM,ai_chip
4,PNC,ai_chip
4,PYPL,finance
4,QCOM,industrial
4,RBLX,energy
4,RKLB,giant_tech
4,ROST,commodity
4,RTX,consumer
4,SCHW,healthcare
4,SHOP,software
4,SMCI,finance
4,SNOW,healthcare
4,SO,giant_tech
4,SOFI,consumer
4,SPCX,healthcare
4,SPG,ai_chip
4,SPOT,energy
4,SPY,finance
4,T,giant_tech
4,TEAM,finance
4,TJX,healthcare
4,TLT,industrial
4,TMO,ai_chip
4,TSLA,consumer
4,TSM,industrial
4,TXN,consumer
4,UNH,software
4,UNP,software
4,V,datacenter_hw
4,VLO,utility
4,VRT,industrial
4,VTR,real_estate
4,WDAY,software
4,WDC,datacenter_hw
4,WELL,industrial
4,WFC,ai_chip
4,WMB,datacenter_hw
4,WMT,giant_tech
4,XLE,industrial
4,XLF,finance
4,XLI,real_estate
4,XLK,utility
4,XLU,utility
4,XLV,ai_chip
4,XLY,software
4,XOM,giant_tech
4,ZM,defensive_bonds
4,ZS,finance
5,AAPL,industrial
5,ABBV,software
5,ADBE,ai_chip
5,ADI,healthcare
5,AEP,energy
5,AFRM,giant_tech
5,AMAT,ai_chip
5,AMD,software
5,AMZN,industrial
5,ANET,finance
5,APH,datacenter_hw
5,APP,utility
5,ASML,ai_chip
5,ATI,utility
5,AVGO,utility
5,AXP,giant_tech
5,BA,finance
5,BAC,healthcare
5,BLK,consumer
5,BMY,energy
5,BWXT,benchmark
5,C,giant_tech
5,CAT,finance
5,CME,datacenter_hw
5,CMG,software
5,COHR,industrial
5,COIN,finance
5,COST,energy
5,CRM,consumer
5,CRWD,finance
5,CRWV,finance
5,CSCO,consumer
5,CVS,datacenter_hw
5,CVX,commodity
5,D,defensive_bonds
5,DDOG,real_estate
5,DE,software
5,DELL,finance
5,DLR,software
5,DOCU,software
5,DUK,consumer
5,EME,datacenter_hw
5,EMR,ai_chip
5,EOG,energy
5,EQIX,ai_chip
5,ESTC,industrial
5,ETN,ai_chip
5,FDX,ai_chip
5,FTNT,industrial
5,GE,energy
5,GILD,industrial
5,GLD,giant_tech
5,GLW,consumer
5,GM,software
5,GOOG,ai_chip
5,GRMN,industrial
5,GS,datacenter_hw
5,GTLB,healthcare
5,HD,consumer
5,HLT,software
5,HON,software
5,HOOD,software
5,HPE,consumer
5,HUBS,ai_chip
5,IBM,giant_tech
5,INTC,datacenter_hw
5,INTU,consumer
5,JNJ,consumer
5,JPM,software
5,KLAC,industrial
5,KMI,healthcare
5,KO,giant_tech
5,LHX,utility
5,LITE,finance
5,LLY,software
5,LMT,healthcare
5,LOW,ai_chip
5,LRCX,finance
5,MA,industrial
5,MCD,consumer
5,MCHP,datacenter_hw
5,MDB,finance
5,MDT,datacenter_hw
5,META,datacenter_hw
5,MMM,software
5,MO,ai_chip
5,MPWR,consumer
5,MRK,software
5,MRVL,ai_chip
5,MS,industrial
5,MSFT,industrial
5,MU,ai_chip
5,NEE,software
5,NEM,industrial
5,NET,industrial
5,NFLX,finance
5,NOW,energy
5,NVDA,finance
5,NVO,ai_chip
5,NVTS,industrial
5,NXPI,real_estate
5,OKTA,industrial
5,ON,healthcare
5,ORCL,utility
5,OXY,software
5,PANW,energy
5,PCTY,ai_chip
5,PG,software
5,PGR,datacenter_hw
5,PH,healthcare
5,PLTR,finance
5,PM,consumer
5,PNC,industrial
5,PYPL,giant_tech
5,QCOM,finance
5,RBLX,finance
5,RKLB,ai_chip
5,ROST,software
5,RTX,finance
5,SCHW,utility
5,SHOP,healthcare
5,SMCI,software
5,SNOW,ai_chip
5,SO,ai_chip
5,SOFI,finance
5,SPCX,healthcare
5,SPG,datacenter_hw
5,SPOT,industrial
5,SPY,industrial
5,T,software
5,TEAM,consumer
5,TJX,consumer
5,TLT,commodity
5,TMO,finance
5,TSLA,software
5,TSM,datacenter_hw
5,TXN,consumer
5,UNH,real_estate
5,UNP,giant_tech
5,V,ai_chip
5,VLO,software
5,VRT,energy
5,VTR,healthcare
5,WDAY,software
5,WDC,giant_tech
5,WELL,finance
5,WFC,industrial
5,WMB,software
5,WMT,consumer
5,XLE,telecom
5,XLF,datacenter_hw
5,XLI,healthcare
5,XLK,healthcare
5,XLU,software
5,XLV,industrial
5,XLY,finance
5,XOM,industrial
5,ZM,software
5,ZS,datacenter_hw
6,AAPL,datacenter_hw
6,ABBV,industrial
6,ADBE,datacenter_hw
6,ADI,ai_chip
6,AEP,finance
6,AFRM,software
6,AMAT,industrial
6,AMD,utility
6,AMZN,datacenter_hw
6,ANET,software
6,APH,ai_chip
6,APP,datacenter_hw
6,ASML,real_estate
6,ATI,consumer
6,AVGO,giant_tech
6,AXP,finance
6,BA,software
6,BAC,ai_chip
6,BLK,consumer
6,BMY,software
6,BWXT,finance
6,C,benchmark
6,CAT,consumer
6,CME,commodity
6,CMG,consumer
6,COHR,ai_chip
6,COIN,finance
6,COST,ai_chip
6,CRM,software
6,CRWD,ai_chip
6,CRWV,finance
6,CSCO,giant_tech
6,CVS,datacenter_hw
6,CVX,finance
6,D,software
6,DDOG,healthcare
6,DE,healthcare
6,DELL,utility
6,DLR,industrial
6,DOCU,finance
6,DUK,consumer
6,EME,energy
6,EMR,software
6,EOG,ai_chip
6,EQIX,consumer
6,ESTC,defensive_bonds
6,ETN,telecom
6,FDX,utility
6,FTNT,datacenter_hw
6,GE,finance
6,GILD,consumer
6,GLD,energy
6,GLW,healthcare
6,GM,ai_chip
6,GOOG,ai_chip
6,GRMN,ai_chip
6,GS,healthcare
6,GTLB,finance
6,HD,ai_chip
6,HLT,ai_chip
6,HON,software
6,HOOD,giant_tech
6,HPE,finance
6,HUBS,giant_tech
6,IBM,commodity
6,INTC,datacenter_hw
6,INTU,energy
6,JNJ,software
6,JPM,industrial
6,KLAC,software
6,KMI,giant_tech
6,KO,finance
6,LHX,software
6,LITE,ai_chip
6,LLY,healthcare
6,LMT,datacenter_hw
6,LOW,healthcare
6,LRCX,industrial
6,MA,healthcare
6,MCD,finance
6,MCHP,utility
6,MDB,software
6,MDT,consumer
6,META,utility
6,MMM,giant_tech
6,MO,finance
6,MPWR,datacenter_hw
6,MRK,energy
6,MRVL,consumer
6,MS,datacenter_hw
6,MSFT,consumer
6,MU,software
6,NEE,industrial
6,NEM,energy
6,NET,consumer
6,NFLX,finance
6,NOW,industrial
6,NVDA,datacenter_hw
6,NVO,industrial
6,NVTS,finance
6,NXPI,finance
6,OKTA,datacenter_hw
6,ON,finance
6,ORCL,ai_chip
6,OXY,software
6,PANW,software
6,PCTY,consumer
6,PG,industrial
6,PGR,giant_tech
6,PH,software
6,PLTR,healthcare
6,PM,ai_chip
6,PNC,consumer
6,PYPL,industrial
6,QCOM,software
6,RBLX,software
6,RKLB,industrial
6,ROST,software
6,RTX,software
6,SCHW,giant_tech
6,SHOP,healthcare
6,SMCI,industrial
6,SNOW,industrial
6,SO,consumer
6,SOFI,software
6,SPCX,industrial
6,SPG,software
6,SPOT,healthcare
6,SPY,datacenter_hw
6,T,finance
6,TEAM,industrial
6,TJX,energy
6,TLT,consumer
6,TMO,software
6,TSLA,ai_chip
6,TSM,industrial
6,TXN,giant_tech
6,UNH,healthcare
6,UNP,software
6,V,ai_chip
6,VLO,finance
6,VRT,ai_chip
6,VTR,energy
6,WDAY,energy
6,WDC,utility
6,WELL,industrial
6,WFC,software
6,WMB,finance
6,WMT,consumer
6,XLE,real_estate
6,XLF,industrial
6,XLI,datacenter_hw
6,XLK,industrial
6,XLU,industrial
6,XLV,industrial
6,XLY,healthcare
6,XOM,software
6,ZM,ai_chip
6,ZS,real_estate
7,AAPL,energy
7,ABBV,software
7,ADBE,ai_chip
7,ADI,ai_chip
7,AEP,defensive_bonds
7,AFRM,telecom
7,AMAT,software
7,AMD,ai_chip
7,AMZN,software
7,ANET,energy
7,APH,benchmark
7,APP,consumer
7,ASML,software
7,ATI,utility
7,AVGO,consumer
7,AXP,giant_tech
7,BA,energy
7,BAC,utility
7,BLK,software
7,BMY,healthcare
7,BWXT,real_estate
7,C,consumer
7,CAT,giant_tech
7,CME,software
7,CMG,ai_chip
7,COHR,industrial
7,COIN,consumer
7,COST,giant_tech
7,CRM,ai_chip
7,CRWD,industrial
7,CRWV,industrial
7,CSCO,software
7,CVS,consumer
7,CVX,ai_chip
7,D,giant_tech
7,DDOG,industrial
7,DE,software
7,DELL,utility
7,DLR,ai_chip
7,DOCU,industrial
7,DUK,finance
7,EME,ai_chip
7,EMR,healthcare
7,EOG,datacenter_hw
7,EQIX,finance
7,ESTC,industrial
7,ETN,healthcare
7,FDX,industrial
7,FTNT,commodity
7,GE,ai_chip
7,GILD,software
7,GLD,commodity
7,GLW,datacenter_hw
7,GM,giant_tech
7,GOOG,industrial
7,GRMN,industrial
7,GS,healthcare
7,GTLB,datacenter_hw
7,HD,healthcare
7,HLT,utility
7,HON,utility
7,HOOD,software
7,HPE,consumer
7,HUBS,finance
7,IBM,industrial
7,INTC,datacenter_hw
7,INTU,ai_chip
7,JNJ,finance
7,JPM,finance
7,KLAC,finance
7,KMI,healthcare
7,KO,healthcare
7,LHX,finance
7,LITE,consumer
7,LLY,datacenter_hw
7,LMT,industrial
7,LOW,ai_chip
7,LRCX,consumer
7,MA,datacenter_hw
7,MCD,ai_chip
7,MCHP,energy
7,MDB,consumer
7,MDT,finance
7,META,ai_chip
7,MMM,software
7,MO,finance
7,MPWR,healthcare
7,MRK,finance
7,MRVL,finance
7,MS,consumer
7,MSFT,ai_chip
7,MU,datacenter_hw
7,NEE,industrial
7,NEM,finance
7,NET,industrial
7,NFLX,ai_chip
7,NOW,industrial
7,NVDA,finance
7,NVO,healthcare
7,NVTS,consumer
7,NXPI,software
7,OKTA,software
7,ON,industrial
7,ORCL,finance
7,OXY,software
7,PANW,giant_tech
7,PCTY,utility
7,PG,real_estate
7,PGR,energy
7,PH,consumer
7,PLTR,industrial
7,PM,software
7,PNC,software
7,PYPL,datacenter_hw
7,QCOM,consumer
7,RBLX,giant_tech
7,RKLB,software
7,ROST,real_estate
7,RTX,finance
7,SCHW,giant_tech
7,SHOP,industrial
7,SMCI,finance
7,SNOW,ai_chip
7,SO,datacenter_hw
7,SOFI,industrial
7,SPCX,industrial
7,SPG,finance
7,SPOT,datacenter_hw
7,SPY,software
7,T,consumer
7,TEAM,software
7,TJX,industrial
7,TLT,energy
7,TMO,ai_chip
7,TSLA,software
7,TSM,healthcare
7,TXN,consumer
7,UNH,ai_chip
7,UNP,finance
7,V,consumer
7,VLO,software
7,VRT,datacenter_hw
7,VTR,software
7,WDAY,datacenter_hw
7,WDC,healthcare
7,WELL,software
7,WFC,industrial
7,WMB,energy
7,WMT,software
7,XLE,software
7,XLF,datacenter_hw
7,XLI,finance
7,XLK,datacenter_hw
7,XLU,ai_chip
7,XLV,software
7,XLY,giant_tech
7,XOM,healthcare
7,ZM,energy
7,ZS,finance
8,AAPL,software
8,ABBV,giant_tech
8,ADBE,consumer
8,ADI,software
8,AEP,consumer
8,AFRM,datacenter_hw
8,AMAT,industrial
8,AMD,software
8,AMZN,industrial
8,ANET,industrial
8,APH,software
8,APP,software
8,ASML,consumer
8,ATI,software
8,AVGO,software
8,AXP,datacenter_hw
8,BA,software
8,BAC,datacenter_hw
8,BLK,software
8,BMY,industrial
8,BWXT,software
8,C,software
8,CAT,utility
8,CME,ai_chip
8,CMG,industrial
8,COHR,industrial
8,COIN,giant_tech
8,COST,giant_tech
8,CRM,ai_chip
8,CRWD,consumer
8,CRWV,finance
8,CSCO,energy
8,CVS,ai_chip
8,CVX,software
8,D,industrial
8,DDOG,benchmark
8,DE,defensive_bonds
8,DELL,datacenter_hw
8,DLR,consumer
8,DOCU,healthcare
8,DUK,ai_chip
8,EME,consumer
8,EMR,ai_chip
8,EOG,ai_chip
8,EQIX,ai_chip
8,ESTC,healthcare
8,ETN,ai_chip
8,FDX,software
8,FTNT,healthcare
8,GE,healthcare
8,GILD,datacenter_hw
8,GLD,finance
8,GLW,healthcare
8,GM,finance
8,GOOG,industrial
8,GRMN,real_estate
8,GS,software
8,GTLB,finance
8,HD,software
8,HLT,finance
8,HON,utility
8,HOOD,telecom
8,HPE,ai_chip
8,HUBS,industrial
8,IBM,datacenter_hw
8,INTC,energy
8,INTU,finance
8,JNJ,industrial
8,JPM,utility
8,KLAC,utility
8,KMI,finance
8,KO,finance
8,LHX,giant_tech
